ファイル名,寄付金額,達成率,目標金額,支援者数,期間,応援メッセージの件数,進捗情報,説明文字数,お礼品の種類,お礼品の最高額,お礼品の最低額,説明に使われた画像の枚数
684,"806,000",20.1,"目標金額：4,000,000円",,20191119202013174,7,2,409,0,,,27
2506,"90,000",9,"目標金額：1,000,000円",,20231022023123191,0,,216,75,660000,10000,10
2350,"8,332,758",111.1,"目標金額：7,500,000円",,202373202393090,20,2,536,40,100000,5000,16
1377,"5,795,848",128.7,"目標金額：4,500,000円",,202110420221291,0,2,305,3,67000,13000,32
1189,"2,125,000",106.2,"目標金額：2,000,000円",,202142202163090,18,1,325,16,47000,5000,27
677,"374,000",37.4,"目標金額：1,000,000円",,2019111202013192,0,,275,6,100000,3000,34
648,"750,000",28.8,"目標金額：2,600,000円",,20199272019123196,5,3,177,13,50000,5000,30
2381,"1,003,000",100.2,"目標金額：1,000,000円",,20237142023101190,4,1,147,478,384000,2000,117
1736,"282,000",28.2,"目標金額：1,000,000円",,2022622202271524,0,,141,0,,,14
2523,"1,285,000",85.6,"目標金額：1,500,000円",,20231012023123192,0,,160,0,,,22
2375,"222,000",22.2,"目標金額：1,000,000円",,202310242023111624,0,,276,70,9990000,8000,16
1709,"120,000",12,"目標金額：1,000,000円",,2022616202291693,3,1,412,0,,,20
655,"5,555,000",111.1,"目標金額：5,000,000円",,20191010202011598,8,,232,17,100000,10000,23
1167,"1,751,000",56.4,"目標金額：3,100,000円",,202141202163091,0,,126,89,330000,5000,17
1355,"45,000",4.5,"目標金額：1,000,000円",,20211012021123192,0,,213,0,,,15
1731,"1,212,000",40.4,"目標金額：3,000,000円",,202261202283192,6,1,286,8,100000,2000,9
460,"482,000",24.1,"目標金額：2,000,000円",,20181130201922891,0,,377,9,200000,10000,11
1990,"22,886,000",1144.3,"目標金額：2,000,000円",,202210320231190,0,1,104,486,12000000,10000,21
2729,"1,896,000",189.6,"目標金額：1,000,000円",,20231122023123160,0,2,227,337,9540000,5000,80
236,"1,258,555",41.9,"目標金額：3,000,000円",,2017121201822890,11,,173,0,,,20
494,"501,000",25,"目標金額：2,000,000円",,20181220201931182,0,1,232,6,100000,5000,24
1999,"2,517,000",139.8,"目標金額：1,800,000円",,2022111202313090,0,1,278,23,50000,9000,18
2720,"7,116,500",237.2,"目標金額：3,000,000円",,2023111202412990,0,3,132,319,9540000,5000,87
1397,"351,000",0.7,"目標金額：50,000,000円",,20211012021122990,6,,215,266,1000000,10000,76
1535,"1,240,000",35.4,"目標金額：3,500,000円",,20211220202231990,0,2,285,42,300000,6000,53
456,"5,000,000",100,"目標金額：5,000,000円",,20181112018123161,8,1,151,0,,,30
690,"621,000",62.1,"目標金額：1,000,000円",,20191115202013178,0,,254,0,,,21
1532,"15,197,000",18.9,"目標金額：80,000,000円",,20211272022318102,0,,148,0,,,15
2343,"2,239,000",223.9,"目標金額：1,000,000円",,202373202393090,1,19,385,381,723000,7000,144
238,"676,000",13.5,"目標金額：5,000,000円",,20171128201822590,12,,172,0,,,27
2727,"1,511,000",151.1,"目標金額：1,000,000円",,20231112023123161,5,4,228,581,336000,4000,50
2718,"4,268,000",21.3,"目標金額：20,000,000円",,20231031202412890,0,2,578,10,50000,11000,26
663,"33,000,000",100,"目標金額：33,000,000円",,201910112019122070,0,1,32,0,,,26
2328,"211,000",21.1,"目標金額：1,000,000円",,2023616202381561,0,,325,0,,,9
2919,"2,533,115",10.1,"目標金額：25,000,000円",,2024320202461790,0,4,165,0,,,13
2317,"7,663,500",153.2,"目標金額：5,000,000円",,2023615202391290,20,4,262,0,,,32
2921,"249,000",3.2,"目標金額：7,700,000円",,2024415202471390,0,,149,17,185000,3000,12
2546,"310,000",7.7,"目標金額：4,000,000円",,20239132023121190,0,,88,0,,,14
1595,"1,296,000",64.8,"目標金額：2,000,000円",,20223222022919182,0,,152,40,498000,7000,28
2780,"126,000",8.4,"目標金額：1,500,000円",,20231127202422591,0,,124,0,,,12
2917,"184,000",18.4,"目標金額：1,000,000円",,202431202452990,2,,122,41,5000000,6000,18
296,"611,000",16.9,"目標金額：3,600,000円",,2018514201871563,3,,336,0,,,21
1568,"120,000",4,"目標金額：3,000,000円",,20211217202231690,0,,281,8,301000,10000,14
265,"45,000",0.7,"目標金額：6,000,000円",,20182120185190,0,,82,3,10000,10000,17
2910,"2,591,000",64.7,"目標金額：4,000,000円",,2024130202432960,0,,0,784,1000000,5000,43
2548,"4,000,000",100,"目標金額：4,000,000円",,20239152023121491,0,2,562,0,,,19
601,"2,145,000",71.5,"目標金額：3,000,000円",,2019852020331240,0,1,306,0,,,12
1134,"1,298,000",18.5,"目標金額：7,000,000円",,202012720213690,0,,244,3,70000,12000,20
2583,"1,059,000",105.9,"目標金額：1,000,000円",,20231022023123191,2,1,329,0,,,16
2745,"4,097,000",409.7,"目標金額：1,000,000円",,20231128202422691,5,5,266,226,264000,1000,45
2577,"2,745,000",274.5,"目標金額：1,000,000円",,2023101220241990,0,1,294,0,,,22
2342,"1,029,000",102.9,"目標金額：1,000,000円",,2023616202372338,5,7,103,132,2100000,11000,35
2726,"890,000",59.3,"目標金額：1,500,000円",,20231030202412891,0,1,176,50,90000,5000,28
2514,0,0,"目標金額：1,000,000円",,2023912023113091,0,,179,0,,,24
696,"2,055,000",41.1,"目標金額：5,000,000円",,2019111202013192,18,2,161,0,,,24
1954,"17,000",0.3,"目標金額：5,000,000円",,20221052022123188,1,1,504,0,,,14
1706,"987,000",16.7,"目標金額：5,876,000円",,2022623202292090,14,,18,6,20000,10000,13
2513,"3,910,000",130.3,"目標金額：3,000,000円",,20231022023123191,0,2,457,19,110000,10000,19
2721,"160,000",16,"目標金額：1,000,000円",,202310202023123173,0,1,0,2,10000,5000,20
2177,"1,592,000",5.3,"目標金額：30,000,000円",,2022121202322890,0,,151,508,60000000,7000,23
691,"1,126,000",56.3,"目標金額：2,000,000円",,2019111202012990,20,4,401,12,300000,5000,28
1739,"771,000",38.5,"目標金額：2,000,000円",,202271202293092,17,3,244,0,,,19
2387,"391,000",6.5,"目標金額：6,000,000円",,20237272023102490,0,2,142,485,60000000,3000,21
1192,"2,915,000",83.2,"目標金額：3,500,000円",,2021329202162790,0,3,287,45,1000000,10000,36
495,"1,185,500",85.9,"目標金額：1,380,000円",,20181210201931091,0,1,108,1,5000,5000,25
2728,"217,000",21.7,"目標金額：1,000,000円",,20231020202411891,0,1,69,0,,,19
237,"2,588,001",258.8,"目標金額：1,000,000円",,201711222018331130,3,,928,0,,,19
2710,"3,138,000",62.7,"目標金額：5,000,000円",,2023111202412990,0,2,174,9,80000,8000,20
1195,"605,000",5,"目標金額：12,000,000円",,202141202152959,0,,271,0,,,20
2146,"1,093,000",43.7,"目標金額：2,500,000円",,202212920232660,0,,270,0,,,21
1505,"125,000",6.2,"目標金額：2,000,000円",,202111152021123147,0,,192,0,,,19
230,"1,113,635",55.6,"目標金額：2,000,000円",,2017121201822890,0,,75,0,,,20
466,"765,000",38.2,"目標金額：2,000,000円",,20181129201922892,0,,357,4,1000000,10000,21
1398,"1,611,000",2.9,"目標金額：55,000,000円",,20211212021123131,0,,283,5,25000,10000,14
654,"1,412,400",70.6,"目標金額：2,000,000円",,20191022019123191,0,1,643,0,,,17
492,"130,000",13,"目標金額：1,000,000円",,20181217201931589,0,,425,0,,,21
1708,"840,000",33.6,"目標金額：2,500,000円",,2022624202292089,6,9,404,11,15000,5000,20
264,"793,000",5.2,"目標金額：15,000,000円",,20182120185190,12,,413,5,50000,10000,16
600,"772,000",7,"目標金額：11,000,000円",,20191015202011593,0,,153,0,,,20
432,"168,000",6,"目標金額：2,800,000円",,2018111201911576,0,1,454,1,14000,14000,20
2744,"4,005,000",100.1,"目標金額：4,000,000円",,20231112023112929,6,1,390,603,800000,6000,107
2320,"60,000",3,"目標金額：2,000,000円",,202369202381063,3,1,301,0,,,13
1909,"760,000",7.6,"目標金額：10,000,000円",,20221017202311591,7,,207,7,300000,10000,24
297,"7,282,000",72.8,"目標金額：10,000,000円",,201871220181019100,0,,475,18,20000,5000,17
2788,"22,000",0.8,"目標金額：2,500,000円",,20231117202421490,0,2,30,5,14000,8000,31
263,"730,000",24.3,"目標金額：3,000,000円",,201851201872990,0,,145,3,20000,20000,24
1132,"1,474,000",9.8,"目標金額：15,000,000円",,2020121202122890,0,1,487,0,,,16
2585,"10,000",1,"目標金額：1,000,000円",,20231282023122922,0,2,521,0,,,11
2920,"1,010,000",101,"目標金額：1,000,000円",,20244420247391,20,4,191,392,1500000,3000,80
631,"284,000",7.1,"目標金額：4,000,000円",,20191012019123192,0,2,153,0,,,20
1560,"26,762,000",764.6,"目標金額：3,500,000円",,20221214202311533,0,,165,333,1300000,5000,38
2775,"9,027,500",180.5,"目標金額：5,000,000円",,202312820243690,0,2,238,79,367000,6000,20
2547,"2,288,000",71.5,"目標金額：3,200,000円",,20231022023123191,0,2,92,35,300000,5000,31
2329,"60,000",6,"目標金額：1,000,000円",,202377202310591,0,1,527,0,,,23
2316,"518,000",51.8,"目標金額：1,000,000円",,202361202373161,12,2,309,41,40000,5000,31
1593,"3,916,600",7.8,"目標金額：50,000,000円",,20222320221031271,20,1,177,0,,,15
2772,"10,466,600",104.6,"目標金額：10,000,000円",,2023117202411570,8,1,170,271,2500000,5000,29
609,"2,015,000",100.7,"目標金額：2,000,000円",,2019827201991924,20,1,84,5,50000,5000,28
299,"3,145,000",104.8,"目標金額：3,000,000円",,2018427201872590,0,1,296,0,,,31
897,"5,659,930",282.9,"目標金額：2,000,000円",,2020528202073165,20,,376,10,200000,10000,18
1415,"1,552,200",103.4,"目標金額：1,500,000円",,20211042021123189,20,3,0,9,100000,10000,39
1071,"125,000",12.5,"目標金額：1,000,000円",,2020112202113090,0,1,360,0,,,21
2264,"220,500",22,"目標金額：1,000,000円",,202351202373091,4,,136,81,59000,10000,13
582,"1,306,000",32.6,"目標金額：4,000,000円",,2019722201983141,0,3,153,0,,,29
79,"710,000",20.2,"目標金額：3,500,000円",,20165220167868,0,,509,0,,,23
1886,"574,555",19.1,"目標金額：3,000,000円",,20229272022112156,0,,640,3,120000,40000,11
576,"64,485,306",128.9,"目標金額：50,000,000円",,201972920191231156,20,2,197,6,200000,3000,29
1288,"3,165,000",105.5,"目標金額：3,000,000円",,202181320211231141,0,1,270,4,19000,5000,17
2263,"4,501,000",150,"目標金額：3,000,000円",,202344202363088,20,1,991,48,3000000,5000,28
318,"1,117,000",111.7,"目標金額：1,000,000円",,201868201872043,0,,22,0,,,14
2435,"427,000",42.7,"目標金額：1,000,000円",,2023725202382027,3,7,444,31,100000,7000,25
41,"4,332,000",43.3,"目標金額：10,000,000円",,201577201583156,20,,83,0,,,28
571,"1,120,000",112,"目標金額：1,000,000円",,201971201993092,0,,153,20,359000,10000,20
1881,"1,180,000",118,"目標金額：1,000,000円",,2022992023331204,0,1,464,0,,,13
2638,"1,567,000",20.8,"目標金額：7,500,000円",,20239222023122090,0,1,148,21,150000,9000,15
83,"94,000",3.9,"目標金額：2,400,000円",,201651620167147,0,,0,0,,,18
578,"2,132,029",213.2,"目標金額：1,000,000円",,20197162019101491,16,2,153,0,,,20
2403,"844,000",53.7,"目標金額：1,570,000円",,20238120231231153,3,1,491,14,42000,3000,16
1286,"3,503,670",116.7,"目標金額：3,000,000円",,202181320211231141,0,2,234,6,64000,16000,21
920,"2,753,000",137.6,"目標金額：2,000,000円",,20207312020103193,0,1,0,30,220000,10000,21
1424,"1,410,000",21.6,"目標金額：6,500,000円",,2021101620221986,9,1,155,34,800000,5000,16
1272,"1,716,095",52,"目標金額：3,300,000円",,202271202293092,13,10,0,0,,,36
311,"400,000",40,"目標金額：1,000,000円",,2018613201891090,8,,275,6,50000,10000,22
123,"325,000",1.6,"目標金額：20,000,000円",,2016126201722885,0,,447,0,,,21
547,"1,490,000",149,"目標金額：1,000,000円",,201963201983190,9,,236,0,,,24
781,"1,350,000",11.2,"目標金額：12,000,000円",,20204320207190,0,,121,0,,,18
927,"1,130,000",113,"目標金額：1,000,000円",,2020630202092891,10,3,194,84,9990000,8000,28
2636,"2,227,822",74.2,"目標金額：3,000,000円",,20231022023123191,0,,118,137,132000,5000,66
2863,"245,000",24.5,"目標金額：1,000,000円",,2024115202433177,1,3,171,235,5000000,1000,17
316,"6,089,000",202.9,"目標金額：3,000,000円",,201876201882652,17,,322,0,,,39
514,"1,007,000",100.6,"目標金額：1,000,000円",,201921201922828,20,6,14,16,24000,12000,30
726,"1,122,000",56.1,"目標金額：2,000,000円",,20191232020331120,4,1,346,5,1000000,10000,20
2837,"10,000",0.2,"目標金額：5,000,000円",,20231215202431390,0,,303,0,,,13
24,"440,000",44,"目標金額：1,000,000円",,2017529201782690,3,,247,0,,,18
1477,"388,000",38.8,"目標金額：1,000,000円",,20211020202211891,0,,369,0,,,12
2034,"1,274,000",25.4,"目標金額：5,000,000円",,2022111202312990,0,1,259,31,120000,9500,11
2206,"20,148,000",33.5,"目標金額：60,000,000円",,202212142023331108,0,1,195,73,500000,10000,20
2662,"5,764,000",288.2,"目標金額：2,000,000円",,20231020202411790,20,12,282,484,500000,3000,188
719,"1,650,000",39.2,"目標金額：4,200,000円",,20191121202013172,0,,219,13,100000,3000,29
2450,"9,509,600",118.8,"目標金額：8,000,000円",,2023810202311790,20,6,487,522,3400000,5000,64
2665,"551,000",27.5,"目標金額：2,000,000円",,20231225202432491,0,,439,98,1850000,5000,43
2201,"1,054,000",105.4,"目標金額：1,000,000円",,20221220202331990,1,3,164,256,1065000,5000,40
2033,"2,794,000",279.4,"目標金額：1,000,000円",,202211152022123147,2,4,138,22,1000000,11000,24
980,"1,089,000",36.3,"目標金額：3,000,000円",,20201072020121570,0,,0,17,100000,12000,23
1014,"2,422,352",161.4,"目標金額：1,500,000円",,20209182020121892,0,1,321,0,,,19
387,"65,000",6.5,"目標金額：1,000,000円",,20181012018123192,1,6,350,1,10000,10000,40
2237,"6,914,000",211.7,"目標金額：3,264,800円",,202343202363089,12,2,482,16,46000,12000,18
2839,"1,512,000",151.2,"目標金額：1,000,000円",,20231220202431890,10,5,171,0,,,30
1680,"4,487,000",224.3,"目標金額：2,000,000円",,202283120221231123,0,,176,44,43000,3500,22
2461,"175,000",3.1,"目標金額：5,500,000円",,2023912023113091,1,,0,4,10000,10000,13
2495,"793,000",26.4,"目標金額：3,000,000円",,20231022023123191,0,1,143,11,100000,4000,19
15,"770,000",77,"目標金額：1,000,000円",,20141215201513147,0,,0,0,,,20
1674,"33,000",3.3,"目標金額：1,000,000円",,2022517202281591,0,,290,12,164000,5000,12
1826,"1,790,000",119.3,"目標金額：1,500,000円",,20229202022121890,0,1,239,0,,,18
374,"3,416,000",113.8,"目標金額：3,000,000円",,201811120192193,0,,152,12,80000,5000,21
2801,"6,620,590",44.1,"目標金額：15,000,000円",,20231120202421790,0,1,366,79,500000,5000,17
146,"1,830,000",122,"目標金額：1,500,000円",,2017428201772690,7,,274,0,,,18
710,"209,000",5.2,"目標金額：4,000,000円",,2019122202022889,0,,177,25,800000,10000,17
179,"340,000",11.3,"目標金額：3,000,000円",,201771201781041,0,,0,0,,,16
1687,"6,617,000",132.3,"目標金額：5,000,000円",,2022628202293095,20,9,27,172,1000000,3000,52
328,"187,000",9.3,"目標金額：2,000,000円",,2018627201882357,0,,438,2,20000,1000,21
2637,"8,907,288",296.9,"目標金額：3,000,000円",,2023111202413091,20,5,212,733,9000000,3000,156
2405,"55,801,000",159.4,"目標金額：35,000,000円",,20238120231231153,20,1,304,19,1500000,10000,24
1046,"2,136,130",106.8,"目標金額：2,000,000円",,2020101220211990,0,1,165,23,240000,5000,34
1274,"1,080,000",108,"目標金額：1,000,000円",,20217120211231184,0,,0,290,300000,10000,17
317,"2,140,000",107,"目標金額：2,000,000円",,20181220201922871,0,,396,4,100000,5000,16
125,"305,000",30.5,"目標金額：1,000,000円",,20161130201711345,0,,142,0,,,17
2298,"1,592,000",79.6,"目標金額：2,000,000円",,202361202383091,0,1,793,401,1100000,5000,45
787,"190,000",19,"目標金額：1,000,000円",,2020432020714103,2,,0,2,10000,5000,17
76,"3,011,000",100.3,"目標金額：3,000,000円",,2016616201682874,20,,141,0,,,33
2402,"2,830,000",283,"目標金額：1,000,000円",,202387202311490,7,6,403,219,4000000,1000,40
1287,"41,645,389",416.4,"目標金額：10,000,000円",,20217152022131201,20,,376,0,,,15
780,"1,026,000",102.1,"目標金額：1,004,000円",,202042202053160,0,1,235,5,50000,5000,29
49,"2,708,000",71.2,"目標金額：3,800,000円",,2015112020161345,13,,42,0,,,18
2891,"2,663,500",177.5,"目標金額：1,500,000円",,2024423202472190,0,,441,551,840000,7000,114
122,"468,000",18.2,"目標金額：2,570,000円",,20161112016122050,2,,179,0,,,19
310,"2,162,000",43.2,"目標金額：5,000,000円",,20187220181231183,8,,120,1,10000,10000,22
546,"1,350,100",135,"目標金額：1,000,000円",,2019527201972661,0,1,113,4,50000,10000,23
2296,"1,003,000",100.2,"目標金額：1,000,000円",,202361202382990,0,13,90,87,200000,3000,44
1621,"515,000",34.3,"目標金額：1,500,000円",,202236202251570,0,,301,6,1000000,5000,14
2898,"1,500,000",150,"目標金額：1,000,000円",,202428202433153,11,,339,0,,,14
2262,"1,804,000",36,"目標金額：5,000,000円",,202343202352856,0,1,142,44,300000,6000,15
917,"589,000",29.4,"目標金額：2,000,000円",,20207120201231184,0,1,0,190,300000,10000,11
1048,"15,452,117",386.3,"目標金額：4,000,000円",,20201012020123091,0,1,389,2,100000,10000,19
584,"1,395,000",55.8,"目標金額：2,500,000円",,2019812019102990,1,,153,0,,,17
1880,"20,000",0.2,"目標金額：10,000,000円",,2022992023331204,0,,598,0,,,10
742,"245,000",24.5,"目標金額：1,000,000円",,2019129202022983,4,,25,5,50000,10000,25
570,"124,000",6.2,"目標金額：2,000,000円",,20197120191031123,0,,153,5,160000,5000,14
326,"475,000",36.6,"目標金額：1,296,000円",,2018717201883146,0,,235,12,100000,10000,20
548,"134,000",13.4,"目標金額：1,000,000円",,201963201983190,4,1,153,11,50000,5000,29
2433,"3,531,000",117.7,"目標金額：3,000,000円",,2023912023111273,0,,169,401,1440000,3000,37
2291,"2,006,100",100.3,"目標金額：2,000,000円",,2023428202363064,20,2,369,0,,,31
1242,"6,879,000",137.5,"目標金額：5,000,000円",,2021614202191190,20,,361,0,,,26
47,"1,205,000",24.1,"目標金額：5,000,000円",,2015912015101545,6,,35,0,,,22
321,"145,000",14.5,"目標金額：1,000,000円",,201872201893091,0,,393,1,5000,5000,20
2854,"6,760,000",169,"目標金額：4,000,000円",,202312820243690,2,,185,631,5050000,2000,53
113,"2,620,000",26.2,"目標金額：10,000,000円",,20169302018331548,20,,180,0,,,10
1289,"3,710,100",106,"目標金額：3,500,000円",,202181320211231141,8,2,413,9,40000,16000,13
745,"66,000",1.8,"目標金額：3,500,000円",,20191223202032190,0,,129,2,5000,5000,23
583,"271,000",27.1,"目標金額：1,000,000円",,201981201992354,0,1,153,1,10000,10000,25
1873,"1,016,000",101.6,"目標金額：1,000,000円",,20228302022102860,20,1,480,0,,,21
2800,"2,884,000",144.2,"目標金額：2,000,000円",,2023111720241853,3,1,358,305,1100000,8000,25
375,"68,000",6.8,"目標金額：1,000,000円",,20181211201922880,0,,478,2,9000,9000,14
2458,"14,525,993",145.2,"目標金額：10,000,000円",,2023912023113091,0,1,179,1134,4640000,10000,89
2231,"70,000",1.4,"目標金額：5,000,000円",,2023119202322841,0,,230,0,,,13
178,"1,007,000",100.6,"目標金額：1,000,000円",,2017710201793083,2,,0,0,,,17
2493,"3,400,000",37.8,"目標金額：8,980,000円",,20231022023123191,0,2,172,48,220000,8000,55
1216,"1,214,000",121.4,"目標金額：1,000,000円",,2021415202171591,20,,387,33,151000,4000,32
386,"1,000,000",100,"目標金額：1,000,000円",,20181012018123192,16,5,275,1,10000,10000,42
1478,"1,475,000",147.5,"目標金額：1,000,000円",,2021111220222990,16,6,281,2,10000,5000,40
2699,"4,714,000",0.5,"目標金額：864,000,000円",,2023111202412990,0,1,64,439,1000000,2000,38
2494,"1,081,000",7.3,"目標金額：14,710,000円",,20231022023123191,0,1,473,37,100000,7000,24
729,"2,321,000",23.2,"目標金額：10,000,000円",,20191127202021581,0,,384,0,,,16
2460,"1,252,000",125.2,"目標金額：1,000,000円",,2023812023102990,0,,320,1,10000,10000,13
1218,"2,847,000",24.7,"目標金額：11,500,000円",,20211222202211424,0,,188,0,,,17
182,"505,000",16.8,"目標金額：3,000,000円",,2017712201782747,12,,173,0,,,31
1015,"795,000",79.5,"目標金額：1,000,000円",,2020992020102345,0,5,404,2,20000,10000,29
1227,"477,475",35.3,"目標金額：1,350,000円",,2021524202182190,0,1,238,59,140000,5000,31
149,"2,000,000",100,"目標金額：2,000,000円",,20174282017929155,0,,77,0,,,15
2200,"3,671,000",36.7,"目標金額：10,000,000円",,20221220202331990,0,1,22,5,18000,10000,15
1485,"3,601,000",112.5,"目標金額：3,200,000円",,20211122202222091,20,1,253,3,300000,5000,23
515,"1,408,500",70.4,"目標金額：2,000,000円",,201928201933152,1,,340,11,60000,10000,17
343,"770,000",18.3,"目標金額：4,200,000円",,20188120181231153,2,,148,6,300000,5000,25
2238,"351,000",35.1,"目標金額：1,000,000円",,2023218202333142,0,,184,162,300000,5000,16
1811,"380,000",38,"目標金額：1,000,000円",,20227272022102490,3,,279,35,104000,5000,26
388,"257,000",25.7,"目標金額：1,000,000円",,20181012018123192,4,5,145,3,15000,5000,39
1476,"1,380,000",138,"目標金額：1,000,000円",,202110182021123175,0,,57,3,10000,4000,23
